batch_id,drug_id,manufacturer,manufacture_date,shelf_life_months,current_stock_days,units_in_stock,turnover_rate,avg_regional_demand,storage_temp_variability,last_movement_days_ago,will_expire_soon,formulation,drug_type
BATCH_003091,DRUG_42,Manufacturer_32,24-08-2022,27,-135,507,152.56,187.66,1.87,171,1,capsule,antihistamine
BATCH_003092,DRUG_374,Manufacturer_15,07-08-2024,26,549,511,170.83,374,4.79,149,0,ointment,painkiller
BATCH_003093,DRUG_125,Manufacturer_13,17-04-2022,20,-477,513,278.19,252.67,0.88,83,0,ointment,supplement
BATCH_003094,DRUG_167,Manufacturer_2,07-05-2024,22,335,497,453.4,463.68,2.87,150,0,syrup,antibiotic
BATCH_003095,DRUG_425,Manufacturer_19,27-12-2022,34,203,512,420.68,254.37,1.65,171,0,syrup,painkiller
BATCH_003096,DRUG_241,Manufacturer_24,07-08-2023,15,-152,525,123.76,186.87,2.34,159,1,syrup,antacid
BATCH_003097,DRUG_459,Manufacturer_45,15-01-2024,6,-265,511,264.5,384.24,2.52,113,0,capsule,antihistamine
BATCH_003098,DRUG_487,Manufacturer_24,08-08-2022,36,123,474,332.98,459.94,4.62,86,0,capsule,antihistamine
BATCH_003099,DRUG_280,Manufacturer_11,29-02-2024,11,-68,475,493.88,345,2.49,126,0,ointment,supplement
BATCH_003100,DRUG_188,Manufacturer_22,20-03-2024,8,-139,494,25.34,443.96,3.64,83,1,syrup,antibiotic
BATCH_003101,DRUG_302,Manufacturer_15,17-10-2022,24,-172,478,237.3,282.11,4.78,164,0,capsule,antacid
BATCH_003102,DRUG_19,Manufacturer_10,28-04-2023,12,-344,488,494.17,487.5,2.73,45,0,tablet,antifungal
BATCH_003103,DRUG_68,Manufacturer_41,19-09-2024,18,348,519,488.83,371.76,2.34,38,0,ointment,supplement
BATCH_003104,DRUG_218,Manufacturer_27,25-01-2023,18,-255,487,172.06,157.94,4.88,106,1,injection,antifungal
BATCH_003105,DRUG_102,Manufacturer_9,02-06-2023,22,-5,487,10.01,539.91,4.22,161,1,ointment,supplement
BATCH_003106,DRUG_42,Manufacturer_28,21-03-2024,6,-199,489,297.5,510.25,4.73,80,0,injection,antibiotic
BATCH_003107,DRUG_288,Manufacturer_1,16-10-2024,19,406,505,434.8,580.15,2.29,84,0,syrup,antacid
BATCH_003108,DRUG_167,Manufacturer_17,05-03-2024,34,637,487,168.91,362.95,3.63,121,0,injection,antibiotic
BATCH_003109,DRUG_109,Manufacturer_31,22-11-2022,31,77,493,467.79,421.66,1.62,0,0,syrup,antihistamine
BATCH_003110,DRUG_494,Manufacturer_44,16-12-2024,8,132,500,173.02,524.97,4.4,108,0,tablet,antifungal
BATCH_003111,DRUG_36,Manufacturer_10,21-06-2022,19,-442,490,309,78.93,4.7,165,0,injection,painkiller
BATCH_003112,DRUG_232,Manufacturer_37,06-02-2024,29,457,512,363.8,551.71,1.71,97,0,ointment,antihistamine
BATCH_003113,DRUG_229,Manufacturer_29,08-12-2022,6,-668,492,179.25,199.14,0.97,156,1,syrup,antihistamine
BATCH_003114,DRUG_353,Manufacturer_18,23-08-2024,21,413,531,182.58,81.37,1.4,147,0,ointment,antifungal
BATCH_003115,DRUG_164,Manufacturer_47,16-04-2023,15,-265,519,240.3,180.68,3.35,41,0,capsule,supplement
BATCH_003116,DRUG_387,Manufacturer_38,06-12-2024,18,426,496,419.26,372.5,1.72,56,0,syrup,antihistamine
BATCH_003117,DRUG_73,Manufacturer_39,20-05-2023,9,-414,497,59.42,76.32,3.37,114,1,injection,antacid
BATCH_003118,DRUG_136,Manufacturer_49,21-09-2024,14,229,486,319.42,50.42,2.08,76,0,syrup,antihistamine
BATCH_003119,DRUG_353,Manufacturer_6,13-12-2023,19,98,487,341.9,401.65,4.63,7,0,ointment,antacid
BATCH_003120,DRUG_379,Manufacturer_40,02-08-2022,9,-705,523,283.36,299.36,2.54,58,0,tablet,antibiotic
BATCH_003121,DRUG_70,Manufacturer_12,24-04-2024,15,109,534,468.56,514.38,2.74,138,0,syrup,supplement
BATCH_003122,DRUG_425,Manufacturer_14,22-11-2022,13,-471,525,304.98,191.65,2.07,86,0,injection,antacid
BATCH_003123,DRUG_487,Manufacturer_44,14-03-2023,28,98,488,320.94,204.39,0.83,35,0,capsule,antihistamine
BATCH_003124,DRUG_196,Manufacturer_10,28-03-2025,8,234,487,303.88,92.65,2.72,27,0,tablet,supplement
BATCH_003125,DRUG_269,Manufacturer_20,09-03-2024,28,459,524,363.79,346.18,3.98,80,0,capsule,supplement
BATCH_003126,DRUG_49,Manufacturer_15,14-07-2023,36,463,506,76.35,251.25,4.79,71,0,syrup,antacid
BATCH_003127,DRUG_316,Manufacturer_31,04-12-2024,12,242,477,448.2,236.84,0.84,0,0,ointment,antacid
BATCH_003128,DRUG_130,Manufacturer_7,01-02-2024,15,26,509,30.82,301.7,4.09,92,1,ointment,painkiller
BATCH_003129,DRUG_444,Manufacturer_41,24-04-2023,8,-470,520,323.96,517.33,1.7,179,0,injection,painkiller
BATCH_003130,DRUG_5,Manufacturer_10,06-09-2024,7,1,472,311.59,107.85,4.2,2,0,ointment,supplement
BATCH_003131,DRUG_428,Manufacturer_10,23-05-2022,20,-441,464,111.98,337.98,2.04,12,1,tablet,antifungal
BATCH_003132,DRUG_27,Manufacturer_48,08-04-2024,14,63,492,29.95,158.04,1.01,96,0,ointment,antifungal
BATCH_003133,DRUG_160,Manufacturer_39,03-12-2023,20,118,521,78.03,166.82,3.25,22,0,injection,painkiller
BATCH_003134,DRUG_149,Manufacturer_28,02-10-2023,22,117,515,143.12,191.2,4.52,33,0,syrup,antihistamine
BATCH_003135,DRUG_264,Manufacturer_30,09-11-2023,35,551,489,442.23,302.67,1.32,153,0,syrup,antibiotic
BATCH_003136,DRUG_230,Manufacturer_37,16-11-2022,12,-507,512,429.31,321.92,0.6,4,0,ointment,supplement
BATCH_003137,DRUG_200,Manufacturer_3,01-05-2023,25,55,508,41.29,529.33,4.48,135,1,capsule,antibiotic
BATCH_003138,DRUG_50,Manufacturer_50,23-09-2022,23,-226,492,151.74,540.66,3.64,80,1,syrup,painkiller
BATCH_003139,DRUG_67,Manufacturer_43,16-07-2022,20,-387,475,445.76,372.67,4.14,124,0,ointment,antacid
BATCH_003140,DRUG_300,Manufacturer_15,17-07-2023,23,71,490,125.96,204.77,0.77,152,0,injection,supplement
BATCH_003141,DRUG_381,Manufacturer_21,28-01-2025,29,814,506,498.02,500.14,4.51,27,0,ointment,painkiller
BATCH_003142,DRUG_58,Manufacturer_37,13-05-2022,28,-207,523,135.85,486.09,2.39,7,1,syrup,antihistamine
BATCH_003143,DRUG_259,Manufacturer_12,23-10-2024,17,352,511,372.17,488.87,4.54,123,0,injection,supplement
BATCH_003144,DRUG_342,Manufacturer_4,13-10-2024,28,677,479,214.36,59,0.79,18,0,ointment,supplement
BATCH_003145,DRUG_326,Manufacturer_47,10-06-2023,26,125,507,76.76,464.63,4.48,140,0,tablet,antifungal
BATCH_003146,DRUG_130,Manufacturer_9,13-04-2023,35,341,513,135.03,519,3.53,153,0,injection,antacid
BATCH_003147,DRUG_215,Manufacturer_39,05-08-2022,31,-32,469,340.81,382.77,2.99,166,0,tablet,supplement
BATCH_003148,DRUG_172,Manufacturer_42,26-09-2022,13,-528,487,175.16,463.18,0.78,50,1,capsule,antacid
BATCH_003149,DRUG_258,Manufacturer_28,14-09-2023,35,495,502,306.02,476.89,3.6,5,0,injection,painkiller
BATCH_003150,DRUG_102,Manufacturer_23,10-04-2023,7,-514,505,110.71,328.62,3.19,12,1,tablet,antihistamine
BATCH_003151,DRUG_209,Manufacturer_45,29-11-2022,7,-646,469,229.8,497.49,3.77,51,0,syrup,antihistamine
BATCH_003152,DRUG_291,Manufacturer_40,24-09-2022,10,-621,483,261,485.76,3.73,86,0,syrup,supplement
BATCH_003153,DRUG_354,Manufacturer_44,12-09-2023,36,523,503,212.26,553.86,2.5,35,0,capsule,supplement
BATCH_003154,DRUG_471,Manufacturer_22,23-05-2023,6,-502,481,106.98,556.76,1.42,121,1,injection,painkiller
BATCH_003155,DRUG_286,Manufacturer_24,25-05-2022,27,-226,516,236.16,341.34,4.64,106,0,injection,antifungal
BATCH_003156,DRUG_116,Manufacturer_26,13-01-2025,9,190,493,349.52,67.32,4.67,144,0,injection,antifungal
BATCH_003157,DRUG_264,Manufacturer_30,26-03-2023,11,-408,501,482.8,60.51,1.45,42,0,capsule,antifungal
BATCH_003158,DRUG_150,Manufacturer_33,04-03-2025,28,819,483,396.87,566.41,3.34,140,0,injection,antacid
BATCH_003159,DRUG_300,Manufacturer_16,21-09-2023,18,-16,466,89.12,235.55,1.41,91,1,syrup,antifungal
BATCH_003160,DRUG_442,Manufacturer_22,12-04-2023,24,5,463,143.62,257.64,4.38,111,1,tablet,antihistamine
BATCH_003161,DRUG_36,Manufacturer_49,28-11-2022,16,-373,441,48.62,308.45,0.94,141,1,syrup,antacid
BATCH_003162,DRUG_453,Manufacturer_50,03-10-2024,18,362,505,76.47,196.19,4.96,100,0,syrup,painkiller
BATCH_003163,DRUG_333,Manufacturer_43,29-03-2023,13,-344,485,132.83,374.73,3.25,40,1,tablet,antihistamine
BATCH_003164,DRUG_477,Manufacturer_18,20-08-2024,12,136,490,107.77,481.54,0.6,170,0,syrup,antihistamine
BATCH_003165,DRUG_287,Manufacturer_7,04-02-2023,18,-245,503,114.69,191.54,4.47,81,1,capsule,antibiotic
BATCH_003166,DRUG_303,Manufacturer_50,24-12-2022,6,-652,513,123.08,458.68,3.58,168,1,tablet,painkiller
BATCH_003167,DRUG_311,Manufacturer_26,15-10-2022,11,-570,531,157.33,419.61,3.64,8,1,syrup,painkiller
BATCH_003168,DRUG_208,Manufacturer_8,19-10-2022,12,-535,498,71.54,339.07,1.74,147,1,ointment,antibiotic
BATCH_003169,DRUG_106,Manufacturer_6,24-09-2022,21,-286,500,146.14,228.99,2.02,148,1,syrup,antacid
BATCH_003170,DRUG_446,Manufacturer_30,01-11-2024,35,909,507,347.32,530.03,4.61,101,0,capsule,antifungal
BATCH_003171,DRUG_158,Manufacturer_39,19-11-2023,32,470,510,125.84,271.54,3.36,99,0,injection,antifungal
BATCH_003172,DRUG_121,Manufacturer_23,30-12-2023,20,145,508,94.2,256.06,0.58,24,0,syrup,antifungal
BATCH_003173,DRUG_55,Manufacturer_32,16-06-2022,25,-264,496,43.17,402.75,1.97,29,1,injection,antifungal
BATCH_003174,DRUG_400,Manufacturer_22,10-04-2022,35,-27,530,254.99,556.18,3.19,127,0,ointment,antifungal
BATCH_003175,DRUG_12,Manufacturer_42,15-06-2024,7,-82,481,422.57,329.41,1.17,71,0,syrup,antibiotic
BATCH_003176,DRUG_145,Manufacturer_43,15-09-2023,31,374,512,38.92,447.48,0.94,24,0,tablet,painkiller
BATCH_003177,DRUG_400,Manufacturer_45,10-09-2024,30,705,486,275.74,301.29,0.77,93,0,injection,antacid
BATCH_003178,DRUG_396,Manufacturer_9,12-06-2024,28,554,485,328.8,170.34,3.34,157,0,ointment,antihistamine
BATCH_003179,DRUG_136,Manufacturer_31,12-03-2023,21,-117,507,300.31,118.17,1.94,30,0,tablet,antifungal
BATCH_003180,DRUG_468,Manufacturer_7,01-09-2022,22,-279,459,440.04,124.98,2.18,95,0,tablet,antibiotic
BATCH_003181,DRUG_3,Manufacturer_9,24-09-2022,29,-43,516,434.53,61.73,0.77,35,0,tablet,antacid
BATCH_003182,DRUG_144,Manufacturer_13,18-10-2024,20,438,478,38.08,354.1,3.82,168,0,tablet,antacid
BATCH_003183,DRUG_30,Manufacturer_3,07-05-2024,8,-91,484,186.86,122.11,3.95,60,1,syrup,antacid
BATCH_003184,DRUG_237,Manufacturer_35,15-12-2024,9,161,490,338.71,526.13,4.23,156,0,syrup,antibiotic
BATCH_003185,DRUG_279,Manufacturer_33,17-11-2023,17,11,479,476.7,590.59,3.43,161,0,syrup,antihistamine
BATCH_003186,DRUG_348,Manufacturer_21,19-08-2023,10,-292,474,404.3,322.73,3.98,18,0,ointment,antifungal
BATCH_003187,DRUG_115,Manufacturer_31,13-04-2024,22,311,495,96.53,297.32,3.1,4,0,ointment,antacid
BATCH_003188,DRUG_104,Manufacturer_34,09-07-2024,36,824,481,146.81,241.44,2.71,147,0,ointment,antibiotic
BATCH_003189,DRUG_118,Manufacturer_32,03-06-2023,11,-339,512,384.16,400.91,1.67,28,0,capsule,painkiller
BATCH_003190,DRUG_5,Manufacturer_35,28-07-2022,15,-527,507,241.02,384.41,0.74,2,0,ointment,antibiotic
BATCH_003191,DRUG_468,Manufacturer_15,18-09-2022,27,-110,488,278.18,238.86,1.81,83,0,syrup,antibiotic
BATCH_003192,DRUG_360,Manufacturer_32,02-06-2023,23,26,497,308.4,238.74,3.58,24,0,syrup,antibiotic
BATCH_003193,DRUG_248,Manufacturer_6,25-04-2024,32,628,531,60.61,404.64,4.67,68,0,capsule,antacid
BATCH_003194,DRUG_364,Manufacturer_45,18-07-2024,15,194,477,429.42,355,1.65,54,0,capsule,antibiotic
BATCH_003195,DRUG_321,Manufacturer_21,11-03-2023,11,-423,483,432.94,445.21,3.51,156,0,ointment,painkiller
BATCH_003196,DRUG_121,Manufacturer_33,08-06-2024,29,580,492,239.44,567.77,2.65,124,0,injection,antacid
BATCH_003197,DRUG_286,Manufacturer_32,25-06-2024,11,49,530,317.15,478.78,3.32,40,0,capsule,painkiller
BATCH_003198,DRUG_149,Manufacturer_19,11-02-2024,25,341,494,333.35,217.39,0.51,129,0,tablet,supplement
BATCH_003199,DRUG_84,Manufacturer_33,07-04-2023,20,-122,553,102.96,467.52,1.05,5,1,syrup,antibiotic
BATCH_003200,DRUG_454,Manufacturer_28,02-03-2024,9,-127,556,65.17,297.51,1.48,30,1,tablet,antifungal
BATCH_003201,DRUG_406,Manufacturer_31,16-01-2024,30,467,473,20.13,477.71,4.52,90,0,syrup,antifungal
BATCH_003202,DRUG_466,Manufacturer_21,13-08-2023,21,37,449,457.31,537.61,0.68,108,0,syrup,antacid
BATCH_003203,DRUG_456,Manufacturer_34,18-07-2022,27,-172,461,179.4,187.47,3.06,100,1,capsule,antifungal
BATCH_003204,DRUG_231,Manufacturer_15,07-05-2023,29,182,499,52.06,181.25,4.68,45,0,capsule,antacid
BATCH_003205,DRUG_288,Manufacturer_14,20-08-2023,13,-200,495,238.24,287.94,3.43,59,0,tablet,antibiotic
BATCH_003206,DRUG_161,Manufacturer_19,27-04-2023,12,-345,492,47.06,78.34,2.68,45,1,syrup,antihistamine
BATCH_003207,DRUG_272,Manufacturer_43,02-08-2023,24,117,478,51.77,427.13,2.24,18,0,tablet,antihistamine
BATCH_003208,DRUG_460,Manufacturer_15,24-03-2024,31,565,496,249.55,462.34,3.31,0,0,injection,painkiller
BATCH_003209,DRUG_38,Manufacturer_6,22-05-2023,22,-16,475,259.33,239.99,2.66,17,0,tablet,antibiotic
BATCH_003210,DRUG_500,Manufacturer_9,30-11-2022,26,-67,500,294.27,305.91,3.67,134,0,ointment,antifungal
BATCH_003211,DRUG_226,Manufacturer_37,30-04-2024,18,206,503,331.59,374.7,3.28,112,0,tablet,antibiotic
BATCH_003212,DRUG_142,Manufacturer_20,14-07-2024,20,342,513,337.45,90.48,3.05,159,0,ointment,supplement
BATCH_003213,DRUG_292,Manufacturer_34,22-10-2024,31,777,516,222.17,441.21,4.81,58,0,ointment,antihistamine
BATCH_003214,DRUG_481,Manufacturer_38,24-05-2022,31,-105,510,325.33,339.69,4.26,64,0,ointment,antifungal
BATCH_003215,DRUG_151,Manufacturer_26,04-01-2025,36,1003,463,159.32,393.34,3.24,11,0,injection,antihistamine
BATCH_003216,DRUG_114,Manufacturer_18,09-06-2022,7,-819,472,226.24,448.11,2.92,172,0,tablet,antibiotic
BATCH_003217,DRUG_237,Manufacturer_28,02-05-2023,33,299,547,202.73,421.56,3.76,151,0,tablet,antifungal
BATCH_003218,DRUG_66,Manufacturer_9,03-06-2022,15,-582,566,171.26,102.43,4.12,3,1,injection,painkiller
BATCH_003219,DRUG_361,Manufacturer_32,25-06-2024,18,262,499,126.9,480.43,1.83,78,0,syrup,antibiotic
BATCH_003220,DRUG_341,Manufacturer_6,12-10-2024,23,524,508,48.44,385.53,3.5,23,0,capsule,painkiller
BATCH_003221,DRUG_258,Manufacturer_14,24-08-2022,35,109,476,257.9,443.18,1.11,22,0,tablet,antifungal
BATCH_003222,DRUG_475,Manufacturer_28,07-09-2023,28,275,517,273.27,193.83,2.44,88,0,capsule,antihistamine
BATCH_003223,DRUG_249,Manufacturer_24,01-03-2025,16,451,526,174.72,171.78,4.72,176,0,injection,supplement
BATCH_003224,DRUG_457,Manufacturer_13,13-07-2022,18,-451,466,488.16,504.35,1.97,20,0,syrup,antacid
BATCH_003225,DRUG_449,Manufacturer_43,01-05-2023,24,24,487,282.91,264.71,1.19,149,0,syrup,antihistamine
BATCH_003226,DRUG_331,Manufacturer_12,09-12-2022,34,185,479,445.62,366.44,1.16,121,0,syrup,painkiller
BATCH_003227,DRUG_323,Manufacturer_19,23-11-2024,29,748,484,289.34,353.38,2.27,108,0,injection,antibiotic
BATCH_003228,DRUG_180,Manufacturer_21,05-10-2024,30,730,519,103.06,371.84,1.51,36,0,ointment,antifungal
BATCH_003229,DRUG_190,Manufacturer_27,25-12-2023,35,597,501,487.57,88.23,2.42,29,0,ointment,antihistamine
BATCH_003230,DRUG_407,Manufacturer_19,07-07-2022,34,30,484,443.81,216.36,3.73,30,0,capsule,supplement
BATCH_003231,DRUG_154,Manufacturer_24,20-10-2024,29,714,507,240.92,86.56,4.5,32,0,ointment,antifungal
BATCH_003232,DRUG_196,Manufacturer_26,04-02-2024,27,394,447,129.1,314.09,1,108,0,ointment,painkiller
BATCH_003233,DRUG_466,Manufacturer_45,10-10-2022,10,-605,492,119.11,546.15,3.96,75,1,syrup,antifungal
BATCH_003234,DRUG_311,Manufacturer_28,22-01-2024,8,-197,522,404.95,264.05,0.97,154,0,syrup,antifungal
BATCH_003235,DRUG_262,Manufacturer_46,27-07-2022,24,-254,517,43.87,480.35,2.21,77,1,capsule,antibiotic
BATCH_003236,DRUG_419,Manufacturer_18,27-06-2024,28,569,498,322.65,207.99,4.98,116,0,tablet,antacid
BATCH_003237,DRUG_406,Manufacturer_44,28-05-2024,18,234,486,323.67,520.95,0.81,57,0,capsule,painkiller
BATCH_003238,DRUG_427,Manufacturer_36,05-01-2024,10,-153,480,99.4,280.73,0.6,128,1,capsule,antibiotic
BATCH_003239,DRUG_143,Manufacturer_42,04-08-2022,17,-459,550,355.41,245.37,2,63,0,injection,antacid
BATCH_003240,DRUG_342,Manufacturer_29,28-05-2023,19,-101,487,355.65,433.61,4.78,108,0,injection,antibiotic
BATCH_003241,DRUG_316,Manufacturer_17,06-09-2022,11,-609,508,181.52,332.02,0.59,113,1,capsule,antacid
BATCH_003242,DRUG_101,Manufacturer_4,01-05-2023,35,359,474,246.85,235.53,1.5,112,0,capsule,antacid
BATCH_003243,DRUG_244,Manufacturer_44,01-03-2024,27,420,495,418.05,81.95,3.21,71,0,capsule,antacid
BATCH_003244,DRUG_490,Manufacturer_45,22-08-2024,14,199,502,266.35,141.65,1.55,71,0,ointment,antibiotic
BATCH_003245,DRUG_12,Manufacturer_29,18-09-2022,22,-262,490,312.9,474.78,0.74,25,0,injection,antifungal
BATCH_003246,DRUG_239,Manufacturer_4,01-01-2023,13,-431,465,212.26,556.4,0.74,89,0,capsule,antacid
BATCH_003247,DRUG_49,Manufacturer_10,11-12-2024,31,827,469,83.3,142.86,3.02,176,0,syrup,antifungal
BATCH_003248,DRUG_42,Manufacturer_25,09-06-2023,18,-120,504,499.05,363.19,3.03,171,0,syrup,painkiller
BATCH_003249,DRUG_166,Manufacturer_31,12-01-2025,34,950,519,270.45,68.8,3.68,42,0,ointment,supplement
BATCH_003250,DRUG_82,Manufacturer_3,29-11-2024,10,176,506,174.86,209.96,1.09,48,0,ointment,antifungal
BATCH_003251,DRUG_429,Manufacturer_47,08-02-2024,34,611,497,359.76,296.83,2.75,179,0,tablet,supplement
BATCH_003252,DRUG_291,Manufacturer_2,25-12-2022,27,-12,475,314.2,454.73,3.2,70,0,tablet,antacid
BATCH_003253,DRUG_158,Manufacturer_25,24-07-2022,27,-166,514,124.13,74.26,1.5,159,1,tablet,supplement
BATCH_003254,DRUG_216,Manufacturer_49,05-03-2023,22,-94,471,439.69,479.68,2.96,105,0,ointment,supplement
BATCH_003255,DRUG_490,Manufacturer_6,27-11-2022,8,-618,505,44.74,161.46,3.69,54,1,ointment,antacid
BATCH_003256,DRUG_158,Manufacturer_26,15-08-2024,33,770,475,306.79,467.74,4.96,112,0,ointment,antifungal
BATCH_003257,DRUG_462,Manufacturer_8,25-03-2025,11,322,518,244.17,394.01,3.18,17,0,syrup,antacid
BATCH_003258,DRUG_134,Manufacturer_35,03-06-2022,19,-460,505,165.92,236.77,4.38,122,1,ointment,painkiller
BATCH_003259,DRUG_67,Manufacturer_27,29-08-2024,20,388,543,414.93,448.06,4.25,28,0,syrup,antihistamine
BATCH_003260,DRUG_336,Manufacturer_25,19-12-2023,19,104,519,331.58,179.98,4.73,159,0,tablet,antibiotic
BATCH_003261,DRUG_7,Manufacturer_18,05-10-2022,16,-427,503,382.15,170.85,3.75,83,0,tablet,antacid
BATCH_003262,DRUG_436,Manufacturer_1,26-01-2023,16,-314,533,213.18,83.96,1.46,30,0,tablet,antacid
BATCH_003263,DRUG_14,Manufacturer_48,01-09-2022,14,-522,501,471.78,266.19,1.84,170,0,capsule,supplement
BATCH_003264,DRUG_73,Manufacturer_39,25-03-2023,11,-409,493,178.91,103.74,4.03,168,1,capsule,painkiller
BATCH_003265,DRUG_399,Manufacturer_3,18-12-2023,20,133,509,270.21,280.73,2.84,135,0,injection,supplement
BATCH_003266,DRUG_405,Manufacturer_4,01-01-2024,17,56,506,467.49,55.39,1.63,42,0,injection,antifungal
BATCH_003267,DRUG_163,Manufacturer_41,13-09-2024,34,829,528,50.76,135.3,3.46,178,0,injection,antacid
BATCH_003268,DRUG_66,Manufacturer_37,18-05-2022,11,-720,490,63.32,562.8,4.58,135,1,capsule,antacid
BATCH_003269,DRUG_347,Manufacturer_15,09-01-2023,6,-636,496,497.15,487.56,2.11,124,0,capsule,supplement
BATCH_003270,DRUG_130,Manufacturer_8,07-04-2024,30,549,525,485.98,179.89,3.18,8,0,injection,antacid
BATCH_003271,DRUG_419,Manufacturer_38,20-02-2024,21,228,504,388.13,445.06,3.12,77,0,injection,antifungal
BATCH_003272,DRUG_466,Manufacturer_50,31-05-2023,25,85,495,247.25,417.66,1.07,173,0,ointment,antihistamine
BATCH_003273,DRUG_206,Manufacturer_19,07-12-2024,20,488,560,257.97,147.31,0.91,32,0,injection,antibiotic
BATCH_003274,DRUG_276,Manufacturer_47,12-07-2024,7,-55,511,136.03,254.08,4.5,57,1,ointment,antibiotic
BATCH_003275,DRUG_466,Manufacturer_26,10-01-2025,22,583,521,222.04,552.54,4.7,78,0,syrup,antibiotic
BATCH_003276,DRUG_256,Manufacturer_39,14-03-2023,8,-511,498,221.36,456.29,4.57,93,0,capsule,antihistamine
BATCH_003277,DRUG_266,Manufacturer_10,02-09-2023,8,-339,467,27.68,468.19,2.28,158,1,injection,antacid
BATCH_003278,DRUG_25,Manufacturer_38,25-05-2023,10,-378,460,232.05,360.14,1.79,82,0,capsule,supplement
BATCH_003279,DRUG_450,Manufacturer_14,25-12-2024,22,567,503,245.1,416.05,4.74,47,0,capsule,painkiller
BATCH_003280,DRUG_281,Manufacturer_49,09-03-2024,28,459,515,336.23,329.81,4.47,105,0,capsule,antacid
BATCH_003281,DRUG_253,Manufacturer_41,27-03-2025,34,1024,532,263.06,457.49,4.19,138,0,syrup,antihistamine
BATCH_003282,DRUG_310,Manufacturer_19,18-11-2022,22,-201,507,432.22,453,2,127,0,tablet,antifungal
BATCH_003283,DRUG_289,Manufacturer_30,19-11-2023,25,257,487,190.11,67.1,3.37,73,0,injection,antihistamine
BATCH_003284,DRUG_164,Manufacturer_5,16-08-2022,11,-630,499,210.76,397.48,3.88,111,0,tablet,antibiotic
BATCH_003285,DRUG_95,Manufacturer_31,19-11-2022,36,226,511,290.03,396.4,3.09,127,0,tablet,antacid
BATCH_003286,DRUG_270,Manufacturer_7,07-01-2025,6,93,486,109.33,87.03,3.21,99,0,tablet,antibiotic
BATCH_003287,DRUG_321,Manufacturer_19,13-11-2022,12,-510,479,202.81,275.71,3.91,160,0,capsule,painkiller
BATCH_003288,DRUG_110,Manufacturer_31,19-10-2024,31,774,475,346.22,544.33,3.95,87,0,ointment,antifungal
BATCH_003289,DRUG_336,Manufacturer_39,13-03-2023,20,-147,493,211.79,574.39,1.58,14,0,capsule,antibiotic
BATCH_003290,DRUG_310,Manufacturer_24,18-09-2023,12,-201,518,454.24,480.22,2.26,28,0,capsule,painkiller
BATCH_003291,DRUG_238,Manufacturer_34,20-11-2022,24,-138,551,311.5,133.31,4.02,154,0,tablet,antihistamine
BATCH_003292,DRUG_381,Manufacturer_23,24-11-2024,25,628,497,85.35,256.1,1.68,19,0,capsule,antibiotic
BATCH_003293,DRUG_436,Manufacturer_48,01-02-2024,27,391,494,248.85,150.4,4.62,163,0,tablet,antibiotic
BATCH_003294,DRUG_387,Manufacturer_45,16-05-2023,35,374,493,384.74,408.67,4.28,13,0,ointment,supplement
BATCH_003295,DRUG_483,Manufacturer_40,05-08-2024,16,243,502,325.24,475.23,4.53,36,0,injection,antifungal
BATCH_003296,DRUG_425,Manufacturer_6,02-07-2022,28,-157,491,443.78,536.07,1.84,100,0,tablet,antifungal
BATCH_003297,DRUG_390,Manufacturer_38,28-03-2025,19,569,505,377.49,523.36,0.97,48,0,ointment,antihistamine
BATCH_003298,DRUG_25,Manufacturer_41,24-03-2024,18,169,493,40.19,104.57,0.95,163,0,injection,supplement
BATCH_003299,DRUG_141,Manufacturer_36,25-03-2023,25,18,523,65.13,119.12,3,14,1,syrup,painkiller
BATCH_003300,DRUG_117,Manufacturer_27,11-02-2024,31,523,510,328.38,550.32,1.88,166,0,tablet,painkiller
BATCH_003301,DRUG_482,Manufacturer_11,27-08-2022,32,21,551,126.82,514.08,1.69,4,1,tablet,antihistamine
BATCH_003302,DRUG_392,Manufacturer_5,21-05-2024,30,593,504,298.04,303.21,1.5,96,0,syrup,antifungal
BATCH_003303,DRUG_405,Manufacturer_17,29-01-2024,14,-7,495,398.19,286.53,3.03,44,0,syrup,painkiller
BATCH_003304,DRUG_482,Manufacturer_7,26-04-2024,14,81,536,292.7,354.04,2.97,128,0,tablet,antihistamine
BATCH_003305,DRUG_452,Manufacturer_27,20-03-2025,21,622,475,213.59,378.15,2.4,46,0,syrup,painkiller
BATCH_003306,DRUG_25,Manufacturer_47,09-04-2023,17,-211,514,326.67,189.82,1.12,33,0,capsule,antacid
BATCH_003307,DRUG_79,Manufacturer_15,19-03-2025,15,438,499,80.37,272.06,4.68,135,0,injection,antibiotic
BATCH_003308,DRUG_68,Manufacturer_46,17-10-2023,11,-203,496,364.37,390.83,2.43,53,0,injection,antifungal
BATCH_003309,DRUG_173,Manufacturer_13,29-05-2023,23,22,497,351.54,163.45,1.06,86,0,injection,antacid
BATCH_003310,DRUG_444,Manufacturer_11,24-09-2024,7,19,483,262.06,599.36,0.67,59,0,capsule,antihistamine
BATCH_003311,DRUG_12,Manufacturer_45,31-08-2023,32,390,458,146.62,205.62,1.19,36,0,syrup,antihistamine
BATCH_003312,DRUG_288,Manufacturer_26,06-05-2023,25,60,507,400.81,353.83,1.84,173,0,ointment,antacid
BATCH_003313,DRUG_128,Manufacturer_22,24-12-2022,14,-408,494,260.17,354.79,3.34,17,0,syrup,antibiotic
